USER_ID,Probabilities
F6513-5720,0.9986196284034691
F6545-0060,0.9984208056912668
F6556-2677,0.9937782210701142
F6521-8783,0.9966571148172481
F6548-0173,0.950876109601779
F6521-7751,0.9999891010564943
F6521-9293,0.9912152496566184
F6475-4409,0.9979489926633528
F6521-7936,0.999951778836944
F6481-3834,0.9989323351084632
F6497-5904,0.9999865970443806
F6521-9300,0.9990560572458373
F6514-4518,0.9979327007711523
F6204-0773,0.9995302436804281
F6478-3755,0.9795621610400099
F6204-2182,0.9999721428601269
F6521-9485,0.9999035927527566
F3162-0048,0.9904610977664832
F6475-6601,0.9507257946622134
F6559-3335,0.9823346614818702
F6466-0009,0.9999558910602465
F6481-3457,0.9993361834434399
F6481-3694,0.9999657114286189
F6514-4304,0.9999844903070315
F6507-8857,0.9878490513463961
F6556-2912,0.9998701063004909
F6443-6525,0.9977638903127444
F6438-0573,0.9996188202592385
F6438-0734,0.9995599944552712
F6448-1810,0.9956829861780849
F6448-1607,0.999776231909678
F6481-0340,0.9999629008654872
F6481-0916,0.9999797284443975
F6443-6639,0.9998686631115768
F6476-6038,0.9998618899490772
F6514-4323,0.9999970484425065
F6514-4584,0.9999153083797617
F6515-0114,0.9999925935649836
F6440-2509,0.9994652583644693
F6488-2670,0.9803354487785674
F6524-4769,0.9989543518056933
F6524-4857,0.9988449285168068
F6353-7160,0.9740522860055393
F6514-4490,0.9994452579314972
F6524-1491,0.9639928416618757
F6491-0280,0.9915453003100839
F6521-8206,0.9716695489455339
F6514-4636,0.9965891093125681
F5857-0770,0.9928696752342677
F6524-1490,0.9999965248840196
F6451-0740,0.9999323621668933
F6542-5776,0.9971752942084773
F6514-4306,0.9808174147653187
F6524-1537,0.9999947424233083
F6556-4053,0.9997861173542186
F0696-4715,0.9999966408924603
F6488-0893,0.9973599040748843
F6491-0893,0.9988673488969932
F6521-9757,0.9996547986417798
F2495-1881,0.999995049839667
F6514-4652,0.9999762550384457
F6475-7867,0.9999685756828425
F5857-1140,0.9994610155735192
F6497-5759,0.9924539968788839
F6514-4301,0.9633539181692117
F6559-1989,0.9606255411312444
F5857-0003,0.9541795534739033
F5857-1518,0.996467664452463
F6378-0044,0.9990637198691239
F6440-2686,0.9987175934753254
F6440-2892,0.995803304887899
F6451-1112,0.9918675373852034
F6507-1386,0.9933552638471937
F6416-8942,0.9837837001809598
F6521-4320,0.999996366981481
F6497-5736,0.9501165190946089
F6452-1053,0.9948617851617029
F5857-0006,0.978794193589771
F6475-7763,0.955120721983393
F6446-0538,0.9635540947918013
F6420-0636,0.9999965998207089
