CanonicalSMILES
CC1=C2C(=CC=C1)C=C(C(=N2)NCCNC(=O)NC3CCCCC3)C#N
CCCCOC(=O)CSC1=NN=C(O1)C2=CC(=C(C(=C2)OC)OC)OC
CN1C(=CN=C1C2CC(=O)C3=C(O2)C=CC(=C3)Cl)Cl
CCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3.Br
CC(=O)C1=C(C2=C(S1)N=C(C=C2C(F)(F)F)C3=CC=CS3)N
C=CCOC1=NC(=NC2=CC=CC=C21)C3=CC=NC=C3
CC(C)C(=O)NC1=NN=C(S1)C2=CC=CC=C2OC
CCCN1C2=C(C(=O)NC1=O)N(C(=N2)C3=CC=CC=C3OC(F)F)CCOC
C1=CC(=CC=C1N2C(=NN=N2)SC3=NC=NC4=C3C=CS4)Cl
CCCCC(CC)CN1C2=C(C3=NC4=CC=CC=C4N=C31)C(=N)OC(=N2)C
CCOC(=O)C1=C(OC=C1)CSCC2=CC=C(O2)C(=O)OC
COC1=CC=CC(=C1)CC(=O)NC2=NC=CS2
C1=C(OC2=C(C1=O)C(=C(C(=C2F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F
CC1(C2=CC=CC=C2N(C1=CC(=O)C3=NC(=NC=C3Cl)S(=O)(=O)C)C)C
CCCCCCNC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCCC3
CS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC=CC=C2
COC1=C(C=C(C=C1)C2=NN(C(=C2)N)S(=O)(=O)C3=C(C(=C(C(=C3F)F)F)F)F)OC
C1CCN(CC1)C=C2C(=O)CNC2=O
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)CCCN4C(=O)C5=C(C=CS5)NC4=O
C1=CC=C(C=C1)C(=O)CSC2=NN=C(O2)CNC(=O)C3=C(C=CC=C3Cl)F
CC1CCN(CC1)CC2=CC=C(C=C2)C3=NNN=N3
CCCCNC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC=CC=C3OC
COCCNC1=NC(=NC2=CC=CC=C21)SCC(=O)N3CCN(CC3)C4=CC=CC=C4OC
CCOC(=O)CS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC=CC=C2
CCCC1CC2=NC(=C(C=C2CO1)C#N)N3CCCCC3
CCN(CC)C1=CC2=C(C=C1)OC(=O)C(=N2)C
CC1=CC(=C(C=C1)O)NC=CC(=O)C2=CC(=CC=C2)OC
COC1=C(C=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)NCC3=CC=CC=N3)Cl
CCOC(=O)C1=C(N2C(=C(C=N2)C#N)N=C1C)C
CC1=CC(=C(C=C1)C)NS(=O)(=O)C2=CC=C(C=C2)OCC(=O)NCC3=CC=CO3
C1CCN(CC1)C(=O)C2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CC=C4
CCNC(=O)CC1C(=O)N(C(=O)N1CCOC)C2=CC(=CC=C2)OC
C1=CC=C2C(=C1)C(=CS2(=O)=O)SC3=NC4=CC=CC=C4S3
C1CC2=C(C1)C=C(C=C2)NC(=O)CCN3CCOCC3
COC(=O)NC1=C(C2=C(S1)CCCCCC2)C(=O)N
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NN=C(O3)C4=CC(=CC=C4)Cl
CC(CN(CC1=CC(=CC=C1)Cl)CC(C)O)O
CC(C)(C)C1=CC(=NO1)NC(=O)C2=CN=CC=C2
CC(C)C(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3O2
C1COCCN1C(=O)CSC2=NC3=C(C(=CS3)C4=CC=CO4)C(=O)N2C5=CC=CC=C5
COC1=CC(=C(C=C1)OC)N2C(=NNC2=S)C3=CC(=CC=C3)O
COC(=O)CC1=CC(=O)N(N1)C2=NC3=CC=CC=C3S2
CCOC1=C(C=C(C=C1)C(C)(C)C)S(=O)(=O)N2CCOCC2
CN(C)CCNC1=C(N=C(O1)C2=CC=C(C=C2)OC)C#N
COC1=CC(=C(C=C1)CN2CCN(CC2)C3=CC=CC=C3F)OC
CC1CN(CCN1S(=O)(=O)C2=C(C=CC(=C2)C)OC)S(=O)(=O)C3=C(C=CC(=C3)C)OC
COC1=CC=C(C=C1)NC=C2CCOC2=O
CCOC(=O)CC1=CSC(=N1)NC(=O)CC2=CC=CS2
CC1=C2C(=NON2[O-])C(=[N+]([N+]1=O)[O-])C
CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=C(C=C(C=C4)O)O)C(=O)C1)C
C1=CC(=CC=C1C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl)Cl
C1=CC(=CC(=C1)NCC2=NN=C(N2CC3=CC=CO3)SCC(=O)NCC4=CC=CO4)C(F)(F)F
C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)F
C1COC2=C(O1)C=CC(=C2)C(=O)CCCC3=CC=CC=C3
CCC1=CC2=C(C=C1)NC(=O)C23NN=C(S3)C4=CC=CC=C4
C1C(CN(C1=O)C2=CC=C(C=C2)F)C(=O)NCC3=CC4=C(C=C3)OCO4
CC1=CC=CC=C1NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(O4)C
COC1=CC=C(C=C1)CS(=O)(=O)C(=C(C(=O)NC2=CN=C(C=C2)OC)Cl)Cl
CCOC(=O)C1=C(OC(=C(C1C2=CN=CC=C2)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N
CC(=O)C1=NN(C(N1C2=CC=CC=C2)C3=CC=CS3)C4=CC=CC=C4
C1CCC(C1)NC2=C(N=C3N2C=CN=C3)C4=CC=C(C=C4)Cl
CCCCNC(=O)CSC1=NC2=C(C(=O)N1C3CCN(CC3)C(=O)OCC)SC=C2
C[N+]1=CC=C(C=C1)C=CC2=CC=C(C=C2)N(C)C.[I-]
CC1=NOC(=O)C1=CC2=CC=C(O2)C3=C(C=C(C=C3)Cl)Cl
CC1=CC(=C(C(=O)O1)C(=O)C=CC2=C(C(=CC=C2)OC)O)O
C1=CC=C(C=C1)CCCNC(=O)C2=CC=CC=C2
CCC1=CC2=C(C=C1OC(=O)C(C)(C)C)OC(=C(C2=O)C3=NC4=CC=CC=C4N3C)COCC(=O)O
CCOC(=O)C1=C(OC(=C(C1C2=CC=C(C=C2)OC)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N
C1=CC=C(C=C1)N=C2C(=C(C(S2)C(=O)NC3=CC=CC=C3C#N)N)C4=NC5=CC=CC=C5S4
C1COCCN1CC2=NN=C(N2C3=CC=CC=C3)SCC4=CC(=C(C=C4)Cl)Cl
COC1=CC=C(C=C1)NC(=O)CSC2=C3C=CC=C4C3=C(C=C2)C5=CC=CC=C5C4=O
C1=CC(=CC=C1C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl)F
CC1=CC=C(C=C1)C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl
CCOC1=C(C=CC(=C1)C=C2C(=O)N3C(C(=C(N=C3S2)C)C(=O)OCC)C=CC4=CC=CC=C4)OC(=O)C
C1=CC=C(C=C1)C2=NN(C(=C2)N)CC3=CC=C(C=C3)Cl
C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)Cl
CC1=NC2=C(C(=N1)Cl)OC3=CC=CC=C32
CCOC(=O)C1=C2C=CC=CN2C3=C1C=CC(=C3)OCC(=O)NN=CC4=CC=C(C=C4)C
CCOC1=CC=C(C2=CC=CC=C21)C=C[N+](=O)[O-]
CC1(CC(=O)C(C(=O)C1)C(C2=CC=CS2)C3=C(CC(CC3=O)(C)C)O)C
C1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2N4C=CC(=NC(=O)C5=CC=CS5)C=C4
CC1=CC(=C2C(=C(SC2=N1)C(=O)C3=CC=C(C=C3)OC)N)C4=CC=CS4
CCCOC(=O)C1=CC=C(O1)S(=O)(=O)N
CCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SC3=NC4=CC=CC=C4N3)[N+](=O)[O-]
C1=CC=C(C(=C1)NC(=O)C(=O)NN=CC2=C(C=CC(=C2)Cl)O)OC(C(F)F)(F)F
